,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url,user_location,tweet_urls
165,b'BAAP57282942',2020-09-28 14:42:59,"b'RT @KhalistanIsAJo1: #PakistanISI is the only mastermind behind every issue #Punjab is facing.\nWith the help of #SFJ, #Pakistan is using #S\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Punjab', 'indices': [76, 83]}, {'text': 'SFJ', 'indices': [112, 116]}, {'text': 'Pakistan', 'indices': [118, 127]}]",4,0,,,[]
166,b'RajniSangani',2020-09-28 14:30:40,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
167,b'ChopraDilpreet',2020-09-28 14:16:55,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
168,b'Harpree03199052',2020-09-28 13:29:31,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
169,b'tonamelesss',2020-09-28 13:27:35,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
170,b'jpgl_',2020-09-28 12:52:56,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
171,b'techie_aman',2020-09-28 12:47:03,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
172,b'SACHINP43086395',2020-09-28 12:26:12,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
173,b'Aryavart_Bhumi',2020-09-28 12:09:01,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
174,b'nayakuddin',2020-09-28 12:06:13,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
175,b'chatur59',2020-09-28 12:01:48,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
176,b'saxenaa14',2020-09-28 12:00:13,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now.'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,[]
177,b'hindu_right',2020-09-28 11:59:21,"b'RT @Shivam_h9: This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now. https://t.co/q68e0XmB0t'","[{'text': 'Referendum2020', 'indices': [40, 55]}]",13,0,,,"[{'url': 'https://t.co/q68e0XmB0t', 'expanded_url': 'https://twitter.com/ANI/status/1310502000988049408', 'display_url': 'twitter.com/ANI/status/131…', 'indices': [115, 138]}]"
178,b'Shivam_h9',2020-09-28 11:58:43,"b'This is a direct threat, #Referendum2020 is around the corner. These people have become cancer now. https://t.co/q68e0XmB0t'","[{'text': 'Referendum2020', 'indices': [25, 40]}]",13,54,,,"[{'url': 'https://t.co/q68e0XmB0t', 'expanded_url': 'https://twitter.com/ANI/status/1310502000988049408', 'display_url': 'twitter.com/ANI/status/131…', 'indices': [100, 123]}]"
179,b'shubham91552641',2020-09-28 11:46:54,"b'RT @KhalistanIsAJo1: #PakistanISI is the only mastermind behind every issue #Punjab is facing.\nWith the help of #SFJ, #Pakistan is using #S\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Punjab', 'indices': [76, 83]}, {'text': 'SFJ', 'indices': [112, 116]}, {'text': 'Pakistan', 'indices': [118, 127]}]",4,0,,,[]
180,b'GillRaghubir',2020-09-28 11:41:25,"b'RT @KhalistanIsAJo1: #PakistanISI is the only mastermind behind every issue #Punjab is facing.\nWith the help of #SFJ, #Pakistan is using #S\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Punjab', 'indices': [76, 83]}, {'text': 'SFJ', 'indices': [112, 116]}, {'text': 'Pakistan', 'indices': [118, 127]}]",4,0,,,[]
181,b'SaneSpeak',2020-09-28 11:38:28,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
182,b'KhalistanIsAJo1',2020-09-28 11:36:32,"b'#PakistanISI is the only mastermind behind every issue #Punjab is facing.\nWith the help of #SFJ, #Pakistan is using\xe2\x80\xa6 https://t.co/Vpz69cbz9G'","[{'text': 'PakistanISI', 'indices': [0, 12]}, {'text': 'Punjab', 'indices': [55, 62]}, {'text': 'SFJ', 'indices': [91, 95]}, {'text': 'Pakistan', 'indices': [97, 106]}]",4,23,,,"[{'url': 'https://t.co/Vpz69cbz9G', 'expanded_url': 'https://twitter.com/i/web/status/1310543912939913216', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
183,b'Benjaminizu1',2020-09-28 11:36:31,b'RT @EzeobiZ: @EmekaGift @antonioguterres @realDonaldTrump @netanyahu @EmmanuelMacron What we #IPOB are seeking for is @UN organised #Refere\xe2\x80\xa6',"[{'text': 'IPOB', 'indices': [93, 98]}]",5,0,,,[]
184,b'PrabhjotJuneja1',2020-09-28 11:21:56,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
185,b'Diptang01274703',2020-09-28 11:00:04,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
186,b'Raky_35',2020-09-28 10:39:49,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
187,b'bharativamsi',2020-09-28 10:20:39,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
188,b'ResurgentIndia6',2020-09-28 10:06:42,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
189,b'sharmayogesh27',2020-09-28 09:27:09,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
190,b'JTochimike',2020-09-28 09:18:43,"b""RT @JTochimike: @MobilePunch @Homeleopard So even FG-Presidency and other regions now agree and discuss the so-called ''No Go Area''- Niger\xe2\x80\xa6""",[],1,0,,,[]
191,b'JTochimike',2020-09-28 09:07:55,"b""@MobilePunch @Homeleopard So even FG-Presidency and other regions now agree and discuss the so-called ''No Go Area'\xe2\x80\xa6 https://t.co/F9KxtTC3dF""",[],1,0,,,"[{'url': 'https://t.co/F9KxtTC3dF', 'expanded_url': 'https://twitter.com/i/web/status/1310506511513382913', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
192,b'Gurpree91384693',2020-09-28 08:38:57,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
193,b'singhsahab2020',2020-09-28 08:34:01,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
194,b'chowkidar_first',2020-09-28 08:26:30,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
195,b'deathcold666',2020-09-28 08:13:48,"b'RT @Singh_Gurmeeet: Mr. #Pannun, this #door to door campaign is going to be a super failure too. Just like all of your other campaigns #Nah\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [24, 31]}, {'text': 'door', 'indices': [38, 43]}]",1,0,,,[]
196,b'navjot67524267',2020-09-28 07:54:02,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
197,b'Gate_Capital_Uk',2020-09-28 07:15:24,b'RT @DW1449: @Unathi_Kwaza @NemukulaZandile We need a referendum to get rid of this thieving corrupt swamp ANC #ANCMustFall #ANCLostControl\xe2\x80\xa6',"[{'text': 'ANCMustFall', 'indices': [110, 122]}, {'text': 'ANCLostControl', 'indices': [123, 138]}]",1,0,,,[]
198,b'Piper_Anna',2020-09-28 07:13:08,b'I agree. I don\xe2\x80\x99t people who voted leave expected what has unfolded since.\n\n#BrexitShambles #BrexitReality #brexit\xe2\x80\xa6 https://t.co/Z7CSqSL3vZ',"[{'text': 'BrexitShambles', 'indices': [75, 90]}, {'text': 'BrexitReality', 'indices': [91, 105]}, {'text': 'brexit', 'indices': [106, 113]}]",0,0,,,"[{'url': 'https://t.co/Z7CSqSL3vZ', 'expanded_url': 'https://twitter.com/i/web/status/1310477628034473990', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]"
199,b'Pariksit2203',2020-09-28 06:45:04,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
200,b'SinghGurprabh',2020-09-28 06:43:25,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
201,b'RajAror41292475',2020-09-28 06:42:02,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
202,b'EkNoor1515',2020-09-28 06:37:05,b'RT @Randhee25160680: The law-enforcement agencies in different states were alerted after the banned Pro-Khalistan group Sikhs For Justice (\xe2\x80\xa6',[],16,0,,,[]
203,b'JimmyKaur3',2020-09-28 06:37:02,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
204,b'JimmyKaur3',2020-09-28 06:36:38,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
205,b'RakeshA12572734',2020-09-28 06:31:33,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",29,0,,,[]
206,b'EkNoor1515',2020-09-28 06:29:37,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",29,0,,,[]
207,b'JimmyKaur3',2020-09-28 06:20:14,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
208,b'JimmyKaur3',2020-09-28 06:20:00,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,,,[]
209,b'hleenKaur70',2020-09-28 06:11:03,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
210,b'ResurgentIndia6',2020-09-28 05:53:10,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
211,b'KaurVeera120596',2020-09-28 05:49:23,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
212,b'Singh_Gurmeeet',2020-09-28 05:42:29,"b'Mr. #Pannun, this #door to door campaign is going to be a super failure too. Just like all of your other campaigns\xe2\x80\xa6 https://t.co/wXitAnMIDp'","[{'text': 'Pannun', 'indices': [4, 11]}, {'text': 'door', 'indices': [18, 23]}]",1,1,,,"[{'url': 'https://t.co/wXitAnMIDp', 'expanded_url': 'https://twitter.com/i/web/status/1310454816498356225', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
213,b'ManishPangotra5',2020-09-28 05:36:07,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
214,b'Navneet02598262',2020-09-28 05:27:28,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
215,b'imkd10',2020-09-28 05:21:47,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
216,b'amankalia5',2020-09-28 05:17:14,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,,,[]
217,b'Gsimran07',2020-09-28 05:12:55,"b'Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too.\xe2\x80\xa6 https://t.co/w8n23RebNO'","[{'text': 'Pannun', 'indices': [38, 45]}, {'text': 'door', 'indices': [52, 57]}]",9,20,,,"[{'url': 'https://t.co/w8n23RebNO', 'expanded_url': 'https://twitter.com/i/web/status/1310447371738808320', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]"
218,b'bhukta4_bhukta',2020-09-28 05:09:20,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
219,b'RakeshA12572734',2020-09-28 05:06:00,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
220,b'Himansh96074862',2020-09-28 05:03:53,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
221,b'KaurVeera120596',2020-09-28 05:00:54,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
222,b'fraidycat4',2020-09-28 04:58:49,"b'RT @aaronbirdnz: If you vote NO (or don\xe2\x80\x99t vote) on the Cannabis Legalisation and Control Bill, then Peter Dunn is cooler than you. #nzpol #\xe2\x80\xa6'","[{'text': 'nzpol', 'indices': [131, 137]}]",1,0,,,[]
223,b'dynamicsach',2020-09-28 04:56:15,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
224,b'Aditya79654415',2020-09-28 04:54:00,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
225,b'dynamicsach',2020-09-28 04:53:59,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,,,[]
226,b'KaurVeera120596',2020-09-28 04:52:33,"b'#PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of India\xe2\x80\xa6 https://t.co/j8vcryOBfo'","[{'text': 'PakistanISI', 'indices': [0, 12]}, {'text': 'Referendum2020', 'indices': [22, 37]}, {'text': 'SikhCommunity', 'indices': [65, 79]}, {'text': 'Sikhyouth', 'indices': [96, 106]}]",16,34,,,"[{'url': 'https://t.co/j8vcryOBfo', 'expanded_url': 'https://twitter.com/i/web/status/1310442246597083137', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
227,b'aaronbirdnz',2020-09-28 04:48:39,"b'If you vote NO (or don\xe2\x80\x99t vote) on the Cannabis Legalisation and Control Bill, then Peter Dunn is cooler than you. #nzpol #Referendum2020'","[{'text': 'nzpol', 'indices': [114, 120]}, {'text': 'Referendum2020', 'indices': [121, 136]}]",1,6,,,[]
228,b'nealx28',2020-09-28 02:48:13,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
229,b'Diptang01274703',2020-09-28 02:43:15,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
230,b'vishnunayak07',2020-09-28 02:40:50,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
231,b'UnitedSikh1964',2020-09-28 02:33:59,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,,,[]
232,b'UnitedSikh1964',2020-09-28 02:32:38,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
233,b'satisht1967',2020-09-28 01:19:04,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
234,b'SumanSh58123278',2020-09-28 01:10:21,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
235,b'singhjasvinde18',2020-09-28 01:10:05,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
236,b'DhillonRajwind4',2020-09-28 01:08:27,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",43,0,,,[]
237,b'ohakwegifeanyi',2020-09-28 01:01:22,"b""@ChidiOdinkalu @DefenceInfoNG @HQNigerianArmy If southern soldiers can't resign in the face of these sabotage, maki\xe2\x80\xa6 https://t.co/UUD276PA2z""",[],0,0,,,"[{'url': 'https://t.co/UUD276PA2z', 'expanded_url': 'https://twitter.com/i/web/status/1310384067108646918', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
238,b'IshwarS90233688',2020-09-28 01:01:12,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
239,b'RaviDev55746089',2020-09-28 00:57:46,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
240,b'mercadomagico',2020-09-28 00:28:25,"b'Switzerland referendum: Voters reject end to free movement with EU\nWith all votes counted, nearly 62% people have s\xe2\x80\xa6 https://t.co/YY37z1GhQZ'",[],2,1,,,"[{'url': 'https://t.co/YY37z1GhQZ', 'expanded_url': 'https://twitter.com/i/web/status/1310375774986399744', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
241,b'SukhjeetUS',2020-09-27 20:18:00,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
242,b'Jaspal13649680',2020-09-27 20:07:27,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
243,b'ashokkapur14',2020-09-27 20:02:18,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
244,b'PresentGen',2020-09-27 19:53:56,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
245,b'Manjind06428833',2020-09-27 18:56:17,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
